name,owner,location,phone,email,services,categories,source_url
Sports Strategies,,, (858) 259-6846,,,"Sports Promoters & Managers, Sports Clubs & Organizations ",https://www.yellowpages.com/nationwide/mip/sports-strategies-10843570
Cozy Corner Drive In,,"426 N Harbor Blvd, Santa Ana, CA 92703", (714) 554-3240,,,"Sports Clubs & Organizations, Restaurants ",https://www.yellowpages.com/santa-ana-ca/mip/cozy-corner-drive-in-10830437
Fire Fly Sports Bar,,"2457 Noriega St, San Francisco, CA 94122", (415) 682-8877,,,"Sports Bars, Bar & Grills, Bars, Restaurants ",https://www.yellowpages.com/san-francisco-ca/mip/fire-fly-sports-bar-10843466
The Mountain Pacific Sports Federation,,, (530) 669-7600,,,Sports Clubs & Organizations ,https://www.yellowpages.com/nationwide/mip/the-mountain-pacific-sports-federation-10768938
Peninsula Table Tennis Club,,"1299 Bayshore Hwy Ste 100, Burlingame, CA 94010", (650) 347-3280,,,Sports Clubs & Organizations ,https://www.yellowpages.com/burlingame-ca/mip/peninsula-table-tennis-club-10726110
Group-A Autosports Inc,,"2050 5th St, Norco, CA 92860", (951) 808-9888,jobs@skunk2.com,,Sports Clubs & Organizations ,https://www.yellowpages.com/norco-ca/mip/group-a-autosports-inc-10716997
Stovepiper Lounge,,"19563 Parthenia St, Northridge, CA 91324", (818) 886-2526,blackboxbart@yahoo.com,,"Sports Bars, Bars, Cocktail Lounges, Night Clubs ",https://www.yellowpages.com/northridge-ca/mip/stovepiper-lounge-10786517
Pepitos Drive In,,"26539 Baseline St, Highland, CA 92346", (909) 862-9968,,,"Sports Clubs & Organizations, Restaurants ",https://www.yellowpages.com/highland-ca/mip/pepitos-drive-in-10726560
Titus Park Inc,,"127 San Benancio Rd, Salinas, CA 93908", (831) 484-1825,titusparkswimtennis@gmail.com,,"Sports Clubs & Organizations, Private Swimming Pools ",https://www.yellowpages.com/salinas-ca/mip/titus-park-inc-10671107
Oggis Pizza & Brewing Co.,,"2363 California Ave, Corona, CA 92881", (951) 817-0748,oggiscorona@gmail.com,,"Delivery Service, Italian Restaurants, Pizza, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/corona-ca/mip/oggis-pizza-brewing-co-10801432
St. Stephen's Green,,"223 Castro St, Mountain View, CA 94041", (650) 964-9151,barry_eric@st-stephens-green.com,,"Sports Bars, Bars, Night Clubs, Restaurants, Taverns ",https://www.yellowpages.com/mountain-view-ca/mip/st-stephens-green-1063447
Lorena Drive Inn,,"3358 Whittier Blvd, Los Angeles, CA 90023", (323) 685-2055,,,Sports Clubs & Organizations ,https://www.yellowpages.com/los-angeles-ca/mip/lorena-drive-inn-1056907
Hooters,,"2438 E Katella Ave, Anaheim, CA 92806", (714) 634-9464,,Beer.,"Sports Bars, American Restaurants, Bar & Grills, Restaurants, Take Out Restaurants ",https://www.yellowpages.com/anaheim-ca/mip/hooters-10603448
Crocker Club,,"453 S Spring St, Los Angeles, CA 90013", (213) 239-9099,,,"Sports Bars, Cocktail Lounges, Restaurants ",https://www.yellowpages.com/los-angeles-ca/mip/crocker-club-10704580
Gem City Grill,,"115 E Olive Ave, Monrovia, CA 91016", (626) 358-0342,,,"Bar & Grills, Bars, Night Clubs, Restaurants, Sports Bars ",https://www.yellowpages.com/monrovia-ca/mip/gem-city-grill-10533217
The Tenth Inning,,"7753 Mariposa Ave, Citrus Heights, CA 95610", (916) 726-0751,evehomes@yahoo.com,,"Beer & Ale, Pool Halls, Sports Bars, Wine Bars ",https://www.yellowpages.com/citrus-heights-ca/mip/the-tenth-inning-10611524
Eureka Indoor Tennis Club,,"3699 Edgewood Rd, Eureka, CA 95501", (707) 442-1040,billing@eureka-indoor-tennis-club.net,,"Tennis Courts-Private, Sports Clubs & Organizations, Tennis Equipment & Supplies ",https://www.yellowpages.com/eureka-ca/mip/eureka-indoor-tennis-club-10562195
Mission Tennis,,"24000 Alicia Pkwy Ste 9, Mission Viejo, CA 92691", (949) 768-2095,gary@islandpacifictravel.com,,"Tennis Equipment & Supplies, Sports Clubs & Organizations, Sportswear, Tennis Courts-Private ",https://www.yellowpages.com/mission-viejo-ca/mip/mission-tennis-10524524
La Jolla Tennis Club,,"7632 Draper Ave, La Jolla, CA 92037", (858) 454-4434,,,Sports Clubs & Organizations ,https://www.yellowpages.com/la-jolla-ca/mip/la-jolla-tennis-club-10515412
Red Cove Cocktail Lounge,,"1809 E Main St, Ventura, CA 93001", (805) 643-1101,,,"Cocktail Lounges, Bar & Grills, Bars, Sports Bars, Taverns ",https://www.yellowpages.com/ventura-ca/mip/red-cove-cocktail-lounge-10541403
The Burbank Tennis Center,,"1515 N Glenoaks Blvd, Burbank, CA 91504", (818) 843-4105,s_steve@burbanktenniscenter.com,,"Tennis Courts-Private, Sports Clubs & Organizations, Tennis Courts ",https://www.yellowpages.com/burbank-ca/mip/the-burbank-tennis-center-1048481
Verdugo Bar,,"3408 Verdugo Rd, Los Angeles, CA 90065", (323) 257-3408,3408@VerdugoBar.com,,"Sports Bars, Bar & Grills, Bars, Restaurants ",https://www.yellowpages.com/los-angeles-ca/mip/verdugo-bar-10581341
GT Soccer,,"5947 Ridge Park Dr, Loomis, CA 95650", (916) 660-0188,gregg@gtsoccer.com,,"Soccer Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/loomis-ca/mip/gt-soccer-10418831
Dixie Soccer,,"San Rafael, CA 94903", (415) 472-4686,,,"Soccer Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/san-rafael-ca/mip/dixie-soccer-10415222
Moraga Tennis & Swim Club,,"1161 Larch Ave, Moraga, CA 94556", (925) 376-1622,,,Sports Clubs & Organizations ,https://www.yellowpages.com/moraga-ca/mip/moraga-tennis-swim-club-10379086
Buffalo Wild Wings,,"18965 Bear Valley Rd, Apple Valley, CA 92308", (760) 961-1500,survey@survey.buffalowildwings.com,,"Chicken Restaurants, Bar & Grills, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/apple-valley-ca/mip/buffalo-wild-wings-10407142
Sport & Cycle,,"475 N Fortuna Blvd, Fortuna, CA 95540", (707) 725-9405,,,Sports & Entertainment Centers ,https://www.yellowpages.com/fortuna-ca/mip/sport-cycle-7756292
Today's Hypnosis,,"929 E Gettysburg Ave, Fresno, CA 93704", (559) 222-1991,,,"Smokers Information & Treatment Centers, Cancer Educational, Referral & Support Services, Counseling Services, Drug Abuse & Addiction Centers, Eating Disorders Information & Treatment, Mental Health Services, Pain Management, Public Speaking Instruction, Sports Instruction, Stress Management & Prevention, Tutoring, Weight Control Services ",https://www.yellowpages.com/fresno-ca/mip/todays-hypnosis-7456678
Dave's On Broadway,,"708 E Broadway, Glendale, CA 91205", (818) 956-9123,cfo@essexpropertytrust.com,,"Cocktail Lounges, Bar & Grills, Bars, Sports Bars, Taverns ",https://www.yellowpages.com/glendale-ca/mip/daves-on-broadway-10359850
Avila Bay Athletic Club,,"6699 Bay Laurel Pl, Avila Beach, CA 93424", (805) 595-7600,nancy@avilabayclub.com,,"Health Clubs, Day Spas, Health Resorts, Hotels, Lodging, Sports Instruction, Swimming Instruction, Tennis Instruction, Wedding Reception Locations & Services ",https://www.yellowpages.com/avila-beach-ca/mip/avila-bay-athletic-club-7399965
Town and Country San Diego,,"500 Hotel Cir N, San Diego, CA 92108", (619) 291-7131,atlas@towncountry.com,HotelsResorts.,"Resorts, Banquet Halls & Reception Facilities, Cocktail Lounges, Convention Services & Facilities, Hotels, Lodging, Motels, Restaurants, Sports Bars ",https://www.yellowpages.com/san-diego-ca/mip/town-and-country-san-diego-1038202
Wallers' Gymjam Academy,,"26515 Ruether Ave, Santa Clarita, CA 91350", (661) 251-3390,,,"Gymnastics Instruction, Children's Party Planning & Entertainment, Exercise & Physical Fitness Programs, Sports Instruction ",https://www.yellowpages.com/santa-clarita-ca/mip/wallers-gymjam-academy-7306582
The Hitting Zone,,"31285 Via Colinas, Westlake Village, CA 91362", (818) 707-9663,,,"Baseball Instruction, Batting Cages, Sports Instruction ",https://www.yellowpages.com/westlake-village-ca/mip/the-hitting-zone-7299019
West Coast Aquatics,,"1776 Educational Park Dr, San Jose, CA 95133", (408) 259-4522,,,"Swimming Instruction, Sports Instruction ",https://www.yellowpages.com/san-jose-ca/mip/west-coast-aquatics-728372
Tiny Tots Gymnastics,,"3527 N Verdugo Rd, Glendale, CA 91208", (818) 249-3433,,,"Gymnastics Instruction, Cheerleading, Child Care, Exercise & Physical Fitness Programs, Sports Instruction ",https://www.yellowpages.com/glendale-ca/mip/tiny-tots-gymnastics-7159069
Dave & Buster's,,"940 Great Mall Dr, Milpitas, CA 95035", (408) 957-9215,,,"American Restaurants, Amusement Places & Arcades, Banquet Halls & Reception Facilities, Bars, Cocktail Lounges, Family Style Restaurants, Meeting & Event Planning Services, Party & Event Planners, Restaurants, Sports Bars, Take Out Restaurants, Video Games Arcades ",https://www.yellowpages.com/milpitas-ca/mip/dave-busters-103525
Frozen Ropes,,"10710 Thornmint Rd, San Diego, CA 92127", (858) 485-9399,sandiego@frozenropes.com,,"Training Consultants, Athletic Organizations, Sports & Entertainment Centers ",https://www.yellowpages.com/san-diego-ca/mip/frozen-ropes-633369
California Arts Academy,,"4750 N Blackstone Ave, Fresno, CA 93726", (559) 222-6539,studio@calartsacademy.com,,"Art Instruction & Schools, Acting Schools & Workshops, Adult Education, Arts Organizations & Information, Banquet Halls & Reception Facilities, Dance Clubs, Dance Companies, Dance Halls, Dancing Instruction, Gymnastics Instruction, Industrial, Technical & Trade Schools, Music Instruction-Vocal, Preschools & Kindergarten, Schools, Sports Instruction ",https://www.yellowpages.com/fresno-ca/mip/california-arts-academy-644251
Outdoor Entertainment,,"25320 Lake Wohlford Rd, Escondido, CA 92027", (760) 751-2931,,,Sports & Entertainment Centers ,https://www.yellowpages.com/escondido-ca/mip/outdoor-entertainment-6205076
Prime Time Boxing Inc,,"10600 Industrial Ave, Roseville, CA 95678", (916) 774-2696,roseville@primetimeboxing.com,,"Boxing Instruction, Exercise & Physical Fitness Programs, Gymnasiums, Martial Arts Instruction, Sports Instruction ",https://www.yellowpages.com/roseville-ca/mip/prime-time-boxing-inc-6754638
Train Crossing The,,"1113 Baker St, Costa Mesa, CA 92626", (714) 549-1596,,,"Hobby & Model Shops, Arts & Crafts Supplies, Hobby & Model Supplies-Wholesale Manufacturers, Recreation Centers, Sports & Entertainment Centers ",https://www.yellowpages.com/costa-mesa-ca/mip/train-crossing-the-6321913
LA School Of Gymnastics,,"8450 Higuera St, Culver City, CA 90232", (310) 204-1980,info@lagymnastics.com,,"Gymnastics Instruction, Camps-Recreational, Cheerleading, Dancing Instruction, Gymnasiums, Health Clubs, Martial Arts Instruction, Preschools & Kindergarten, Sports Instruction ",https://www.yellowpages.com/culver-city-ca/mip/la-school-of-gymnastics-7334427
Horrigan Cole Ent,,"7801 Folsom Blvd, Sacramento, CA 95826", (916) 383-2071,,,Sports & Entertainment Centers ,https://www.yellowpages.com/sacramento-ca/mip/horrigan-cole-ent-6046637
VIP Batting,,"21726 Verne Ave, Hawaiian Gardens, CA 90716", (562) 425-7414,vipbatting@yahoo.com,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/hawaiian-gardens-ca/mip/vip-batting-573346
Soccer Inc,,"3537 Tweedy Blvd, South Gate, CA 90280", (323) 249-0049,,,Sports & Entertainment Centers ,https://www.yellowpages.com/south-gate-ca/mip/soccer-inc-7848494
ACS Home Security - Business Security Systems & Security Guard Services,,"100 Bel Air Rd, Los Angeles, CA 90077", (310) 928-3767,,,Sports & Entertainment Centers ,https://www.yellowpages.com/los-angeles-ca/mip/acs-home-security-business-security-systems-security-guard-services-567890258
Wave Studio Space,,"940 West Chapman Avenue  201, Orange, CA 92868", (818) 809-8561,,,Sports & Entertainment Centers ,https://www.yellowpages.com/orange-ca/mip/wave-studio-space-567475056
Sps,,"221 San Pasqual Ave, South Pasadena, CA 91030", (323) 551-6841,,,Sports & Entertainment Centers ,https://www.yellowpages.com/south-pasadena-ca/mip/sps-567436841
Boss Boxing-Mma & Fitness,,"155 15th St, Sacramento, CA 95814", (916) 331-2677,,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/sacramento-ca/mip/boss-boxing-mma-fitness-565927349
Wolfpack Basketball,,"824 Chapman Ave, Pasadena, CA 91103", (213) 986-9582,wolfpackclubbasketball@yahoo.com,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/pasadena-ca/mip/wolfpack-basketball-565951167
How U Hear It Inc.,,"3848 Fredonia Dr, Los Angeles, CA 90068", (323) 882-8508,,,Sports & Entertainment Centers ,https://www.yellowpages.com/los-angeles-ca/mip/how-u-hear-it-inc-563752847
Above It All,,"5000 Longbranch Way, Antioch, CA 94531", (510) 462-2192,cavila220@gmail.com,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/antioch-ca/mip/above-it-all-563781789
Gliterally Magic Body Scultpting,,"3600 Clayton Rd, Concord, CA 94521", (925) 687-7788,,,Sports & Entertainment Centers ,https://www.yellowpages.com/concord-ca/mip/gliterally-magic-body-scultpting-563663162
Courts and Greens,,"3910 Buck Owens Blvd, Bakersfield, CA 93308", (661) 587-4602,,"basketball courts, gaming courts, athletic court installation, tennis courts.",Sports & Entertainment Centers ,https://www.yellowpages.com/bakersfield-ca/mip/courts-and-greens-565406199
Rws,,"4031 Clubview Ct, Rocklin, CA 95765", (916) 435-9999,,,Sports & Entertainment Centers ,https://www.yellowpages.com/rocklin-ca/mip/rws-562211421
The Little Gym of Clovis,,"3711 Shaw Ave Ste 102, Clovis, CA 93619", (559) 970-9454,,,"Gymnastics Instruction, Dancing Instruction, Sports Instruction ",https://www.yellowpages.com/clovis-ca/mip/the-little-gym-of-clovis-562192632
Mountain View Tennis,,"685 Cuesta Dr, Mountain View, CA 94040", (650) 967-5955,info@mountainviewtennis.net,,"Tennis Courts-Private, Sports Clubs & Organizations, Tennis Courts ",https://www.yellowpages.com/mountain-view-ca/mip/mountain-view-tennis-10201937
Hooters,,"6922 Hollywood Blvd Ste 109, Los Angeles, CA 90028", (323) 962-3373,,,"Sports Bars, American Restaurants, Bar & Grills, Restaurants, Take Out Restaurants ",https://www.yellowpages.com/los-angeles-ca/mip/hooters-10348838
Fairbrae Swim & Tennis Club,,"696 Sheraton Dr, Sunnyvale, CA 94087", (408) 739-3833,steve@fairbrae.com,,"Swimming Instruction, Social Service Organizations, Sports Clubs & Organizations ",https://www.yellowpages.com/sunnyvale-ca/mip/fairbrae-swim-tennis-club-10183216
Fun & Fit Gymnastics Centers,,"26620 Valley Center Dr, Santa Clarita, CA 91350", (661) 255-7244,,,"Gymnastics Instruction, Exercise & Physical Fitness Programs, Gymnasiums, Health & Fitness Program Consultants, Health Clubs, Party & Event Planners, Sports Instruction ",https://www.yellowpages.com/santa-clarita-ca/mip/fun-fit-gymnastics-centers-598313
Point San Pablo Yacht Club,,"700 W Cutting Blvd, Richmond, CA 94804", (510) 233-1046,commodore@pspyc.org,,"Sports Clubs & Organizations, Private Clubs ",https://www.yellowpages.com/richmond-ca/mip/point-san-pablo-yacht-club-10170716
California Dance Company,,"2150 Marx Way Ste 1, Anderson, CA 96007", (530) 365-7749,cdcoffice@shasta.com,,"Dancing Instruction, Business & Vocational Schools, Sports Instruction ",https://www.yellowpages.com/anderson-ca/mip/california-dance-company-5646423
Vallejo Yacht Club,,"485 Mare Island Way, Vallejo, CA 94590", (707) 643-1254,manager@vyc.org,,"Sports Clubs & Organizations, Social Service Organizations ",https://www.yellowpages.com/vallejo-ca/mip/vallejo-yacht-club-10163724
Riley's Sport Lounge,,"2901 Nimitz Blvd, San Diego, CA 92106", (619) 255-8635,,,"Sports Bars, Cocktail Lounges ",https://www.yellowpages.com/san-diego-ca/mip/rileys-sport-lounge-10103559
Backstage Bar & Grill,,"10400 Culver Blvd, Culver City, CA 90232", (310) 839-3892,backstageculvercity@gmail.com,,"Sports Bars, Bar & Grills, Bars, Cocktail Lounges, Karaoke, Night Clubs, Restaurants ",https://www.yellowpages.com/culver-city-ca/mip/backstage-bar-grill-10178398
Purple Martini Ultra Lounge,,"44950 Valley Central Way, Lancaster, CA 93536", (661) 951-3838,,,Sports Bars ,https://www.yellowpages.com/lancaster-ca/mip/purple-martini-ultra-lounge-10342702
Carlos Club,,"7171 Mission St, Daly City, CA 94014", (650) 992-3334,,,"Sports Bars, Bar & Grills ",https://www.yellowpages.com/daly-city-ca/mip/carlos-club-10055993
Mr Pockets Sports Bar,,"516 N Sepulveda Blvd, Manhattan Beach, CA 90266", (310) 372-4343,democraticactioncenter@gmail.com,,"Sports Bars, Pool Halls ",https://www.yellowpages.com/manhattan-beach-ca/mip/mr-pockets-sports-bar-1004437
La Puerta,,"560 4th Ave, San Diego, CA 92101", (619) 696-3466,haileypowell333@gmail.com,,"Mexican Restaurants, American Restaurants, Bar & Grills, Bars, Breakfast, Brunch & Lunch Restaurants, Brew Pubs, Caterers, Cocktail Lounges, Latin American Restaurants, Restaurants, Sports Bars, Taverns ",https://www.yellowpages.com/san-diego-ca/mip/la-puerta-1020029
Black Diamond Gymnastics,,"2015 Elkins Way Ste D, Brentwood, CA 94513", (925) 516-6619,,,"Youth Organizations & Centers, Dance Companies, Gymnastics Instruction, Martial Arts Instruction, Preschools & Kindergarten, Sports & Entertainment Centers ",https://www.yellowpages.com/brentwood-ca/mip/black-diamond-gymnastics-9599799
Good Time Tavern,,"125 N Livermore Ave, Livermore, CA 94550", (925) 449-3333,goodtimetaverninc@yahoo.com,,"Taverns, Bar & Grills, Bars, Brew Pubs, Night Clubs, Restaurants, Sports Bars ",https://www.yellowpages.com/livermore-ca/mip/good-time-tavern-10091674
Fun & Fit Gymnastics Centers,,"1919 W Burbank Blvd, Burbank, CA 91506", (818) 845-0700,blueskiessolutions@gmail.com,,"Gymnastics Instruction, Exercise & Physical Fitness Programs, Health Clubs, Sports Instruction ",https://www.yellowpages.com/burbank-ca/mip/fun-fit-gymnastics-centers-9413693
Encinitas Volleyball Club,,"1055 Neptune Ave, Encinitas, CA 92024", (760) 944-1300,,,Sports Clubs & Organizations ,https://www.yellowpages.com/encinitas-ca/mip/encinitas-volleyball-club-10055846
Top Flight,,"5127 Mowry Ave, Fremont, CA 94538", (510) 796-3547,,,"Gymnastics Instruction, Camps-Recreational, Recreation Centers, Sports Instruction ",https://www.yellowpages.com/fremont-ca/mip/top-flight-9749584
Studio West Gymnastics,,"3051 Fujita St, Torrance, CA 90505", (310) 326-1818,swestgym@gmail.com,,"Gymnastics Instruction, Camps-Recreational, Recreation Centers, Sports Instruction ",https://www.yellowpages.com/torrance-ca/mip/studio-west-gymnastics-9093618
Virtual Snow,,"3105 Pico Blvd, Santa Monica, CA 90405", (310) 264-4800,bob@virtualsnowla.com,,"Ski Instruction, Sports Instruction ",https://www.yellowpages.com/santa-monica-ca/mip/virtual-snow-9899766
Harriet Plummer Aquatic School,,, (925) 943-7331,,,"Swimming Instruction, Sports Instruction ",https://www.yellowpages.com/lafayette-ca/mip/harriet-plummer-aquatic-school-9028174
I WIll CrossFit,,"6270 Houston Pl, Dublin, CA 94568", (925) 833-0100,info@coredublin.com,,"Health Clubs, Recreation Centers, Sports & Entertainment Centers ",https://www.yellowpages.com/dublin-ca/mip/i-will-crossfit-90271
Mt Eden Little League,,"2121 Depot Rd, Hayward, CA 94545", (510) 783-2211,,,"Baseball Clubs & Parks, Sports & Entertainment Centers ",https://www.yellowpages.com/hayward-ca/mip/mt-eden-little-league-9060301
Sky High Sports,,"11327 Folsom Blvd Ste 160, Rancho Cordova, CA 95742", (916) 853-5867,sacinfo@jumpskyhigh.com,,"Sports & Entertainment Centers, Recreation Centers ",https://www.yellowpages.com/rancho-cordova-ca/mip/sky-high-sports-935195
Sun Oaks Tennis & Fitness,,"3452 Argyle Rd, Redding, CA 96002", (530) 221-4405,info@sunoaks.com,,"Tennis Courts-Private, Health Clubs, Health Resorts, Personal Fitness Trainers, Physical Fitness Consultants & Trainers, Sports Instruction, Swimming Instruction, Tennis Courts, Weight Control Services ",https://www.yellowpages.com/redding-ca/mip/sun-oaks-tennis-fitness-8631808
Harbor Bay Club,,"200 Packet Landing Rd, Alameda, CA 94502", (510) 521-5414,,,"Tennis Courts-Private, Banquet Halls & Reception Facilities, Camps-Recreational, Exercise & Physical Fitness Programs, Health Clubs, Health Resorts, Pilates Instruction & Equipment, Recreation Centers, Sports Instruction, Swimming Instruction, Tennis Courts, Tennis Instruction, Tennis Racket Restringing & Repairing, Yoga Instruction, Youth Camps ",https://www.yellowpages.com/alameda-ca/mip/harbor-bay-club-8584422
Golden State Gymnastics,,"1828 N Keystone St, Burbank, CA 91504", (818) 558-1177,Chris@goldenstategymnastics.com,"Golden State Gymnastics has the largest variety of classes in Burbank for children from walking to high school age. We have a professionally trained, fun staff that will help your child grow to the best of their ability. Our preschool and recreational programs are great for kids who want to get fit and have fun while doing it! We also have a successful competitive program!.","Gymnastics Instruction, Sports Instruction ",https://www.yellowpages.com/burbank-ca/mip/golden-state-gymnastics-837085
Alexander Street Montessori,,"201 E Alexander Ave, Merced, CA 95340", (209) 383-1232,jan@alexanderstreetmontessori.info,,"Preschools & Kindergarten, Child Care, Private Schools (K-12), Schools, Sports Instruction, Swimming Instruction ",https://www.yellowpages.com/merced-ca/mip/alexander-street-montessori-875344
Monarchs Athletics,,"3599 Old Conejo Rd, Newbury Park, CA 91320", (805) 375-4663,info@monarchsgym.com,"Camps, Parent’s Night Out & Open Play, Birthday Party, After School Program.","Children's Instructional Play Programs, Children's Party Planning & Entertainment, Gymnastics Instruction, Schools, Sports Instruction ",https://www.yellowpages.com/newbury-park-ca/mip/monarchs-athletics-8248508
Antelope Valley Country Club,,"39800 Country Club Dr, Palmdale, CA 93551", (661) 947-3142,steveapplegate@yahoo.com,,"Tennis Courts-Private, Clubs, Exercise & Physical Fitness Programs, Golf Courses, Golf Instruction, Private Golf Courses, Sports Instruction, Tennis Courts ",https://www.yellowpages.com/palmdale-ca/mip/antelope-valley-country-club-8885420
Calisthenic Flow,,, (866) 428-2373,timothynorris2@yahoo.com,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/nationwide/mip/calisthenic-flow-560362800
Super Natural Miracle Health Center,,, (844) 921-0729,info@supernaturalmiraclehealthcenter.com,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/nationwide/mip/super-natural-miracle-health-center-560359857
Workouts4you,,, (877) 867-3834,nickmilsner@outlook.com,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/nationwide/mip/workouts4you-560359673
Robbie's Softball Pitching Lessons,,, (877) 522-5976,info@robbiessoftballpitchinglessons.com,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/nationwide/mip/robbies-softball-pitching-lessons-560357711
Nxt Step-Sports,,, (877) 721-8782,info@nxtstepsports.com,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/nationwide/mip/nxt-step-sports-560357387
Morgan Creek Golf Club,,"8791 Morgan Creek Ln, Roseville, CA 95747", (916) 780-2582,tim@morgancreekclub.com,,"Private Clubs, Banquet Halls & Reception Facilities, Golf Courses, Sports & Entertainment Centers ",https://www.yellowpages.com/roseville-ca/mip/morgan-creek-golf-club-882731
BreakOut SwimmerS,,, (855) 277-0702,labossclub@gmail.com,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/nationwide/mip/breakout-swimmers-560348088
2016 Kevin Davidson,,, (925) 984-9205,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/nationwide/mip/2016-kevin-davidson-560346044
Gerald Tinker's Running Right,,, (888) 981-6345,gerald.tinker@yahoo.com,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/nationwide/mip/gerald-tinkers-running-right-560343011
East Palo Alto Boxing Club,,"2528 Pulgas Ave, East Palo Alto, CA 94303", (650) 324-1830,info@epabc.org,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/east-palo-alto-ca/mip/east-palo-alto-boxing-club-8171307
Paul Woolsey Coaching,,"1529 Cloverdale Road, Escondido, CA 92027", (760) 520-3698,paulwoolsey1012@yahoo.com,,Sports Instruction ,https://www.yellowpages.com/escondido-ca/mip/paul-woolsey-coaching-558818214
2ndMOTOFITNESS,,, (888) 649-9722,info@2ndmotofitness.net,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/nationwide/mip/2ndmotofitness-560356171
Crown 30 MH,,"3958 Cerritos Ave, Los Alamitos, CA 90720", (562) 296-8141,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/los-alamitos-ca/mip/crown-30-mh-559259336
Aerial Sports Center,,"7316 Laurel Canyon Blvd, North Hollywood, CA 91605", (818) 982-2618,,,"Sports & Entertainment Centers, Recreation Centers ",https://www.yellowpages.com/north-hollywood-ca/mip/aerial-sports-center-554734202
Titan Training,,"1020 N Batavia St, Orange, CA 92867", (714) 602-7848,,,"Sports Motivational Training, Exercise & Physical Fitness Programs, Sports Instruction ",https://www.yellowpages.com/orange-ca/mip/titan-training-556905100
Petite Palazzo,,"1854 Corson St, Pasadena, CA 91107", (626) 765-9455,,,Sports & Entertainment Centers ,https://www.yellowpages.com/pasadena-ca/mip/petite-palazzo-555861380
All City Sports,,"17528 Sagebrush Way, Carson, CA 90746", (424) 209-8310,fulton@allcityathletics.org,,Sports & Entertainment Centers ,https://www.yellowpages.com/carson-ca/mip/all-city-sports-558109049
Boxing Lab,,, (949) 520-7407,,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/nationwide/mip/boxing-lab-555546585
Cen Cal Escape Rooms,,"3333 G St, Atwater, CA 95301", (209) 383-1010,,,Sports & Entertainment Centers ,https://www.yellowpages.com/atwater-ca/mip/cen-cal-escape-rooms-553322628
Little,,"5573 E Santa Ana Canyon Rd, Anaheim, CA 92807", (657) 282-0048,,,"Gymnastics Instruction, Dancing Instruction, Sports Instruction ",https://www.yellowpages.com/anaheim-ca/mip/little-551991343
Legends Athletic Performance,,"10557 Juniper Ave, Fontana, CA 92337", (909) 371-3984,,,Sports & Entertainment Centers ,https://www.yellowpages.com/fontana-ca/mip/legends-athletic-performance-552190721
Club the Boxing,,"190 Alamo Plz, Alamo, CA 94507", (925) 718-5197,,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/alamo-ca/mip/club-the-boxing-551310357
Rossi's Racquet Sports,,"4243 Montgomery Dr, Santa Rosa, CA 95405", (707) 537-8022,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/santa-rosa-ca/mip/rossis-racquet-sports-549672808
Wheel Fun Rentals - Waterfront Adventures on the Strand,,"21351 Pacific Coast Hwy, Huntington Beach, CA 92648", (805) 650-7770,sarah@wheelfunrentals.com,,Sports & Entertainment Centers ,https://www.yellowpages.com/huntington-beach-ca/mip/wheel-fun-rentals-waterfront-adventures-on-the-strand-550252951
Dream Martial Arts and Fitness,,"22942 Lyons Ave., 22942 Lyson Ave, CA 91321", (661) 300-3300,Dreammartialartsandfitness@gmail.com,"shin pads, Dream Team Uniform, boxing gloves.","Martial Arts Instruction, Exercise & Physical Fitness Programs, Gymnasiums, Health & Fitness Program Consultants, Personal Fitness Trainers, Physical Fitness Consultants & Trainers, Sports Instruction ",https://www.yellowpages.com/22942-lyson-ave-ca/mip/dream-martial-arts-and-fitness-551251139
Round 1 Entertainment,,"545 Southland Mall, Hayward, CA 94545", (510) 780-0197,,,Sports & Entertainment Centers ,https://www.yellowpages.com/hayward-ca/mip/round-1-entertainment-549733303
International Sports Regional Center LLC,,"5 Hickory Tree Lane, Irvine, CA 92612", (310) 200-8478,,,Sports Instruction ,https://www.yellowpages.com/irvine-ca/mip/international-sports-regional-center-llc-552908822
